user_id,book_id,svd_rank,knn_rank,cb_rank,rrf_score,rank
U0006,B0225,inf,inf,3.0,0.015873015873015872,3
U0006,B0199,inf,inf,4.0,0.015625,4
U0006,BOK_037,inf,inf,5.0,0.015384615384615385,5
U0006,B0075,inf,inf,6.0,0.015151515151515152,6
U0006,B0236,inf,1.0,7.0,0.014925373134328358,7
U0006,B0223,inf,inf,8.0,0.014705882352941176,8
U0006,B0221,inf,inf,9.0,0.014492753623188406,9
U0006,B0024,inf,inf,10.0,0.014285714285714285,10
U0007,B0080,inf,inf,1.0,0.01639344262295082,1
U0007,B0073,inf,inf,2.0,0.016129032258064516,2
U0007,B0263,inf,inf,3.0,0.015873015873015872,3
U0007,B0192,inf,inf,4.0,0.015625,4
U0007,B0209,inf,7.0,5.0,0.015384615384615385,5
U0007,B0016,inf,inf,6.0,0.015151515151515152,6
U0007,B0279,inf,inf,7.0,0.014925373134328358,7
U0007,BOK_087,inf,inf,8.0,0.014705882352941176,8
U0007,B0283,inf,inf,9.0,0.014492753623188406,9
U0008,B0116,inf,inf,1.0,0.01639344262295082,1
U0008,B0098,inf,inf,2.0,0.016129032258064516,2
U0008,B0196,inf,inf,3.0,0.015873015873015872,3
U0008,B0210,inf,inf,4.0,0.015625,4
U0008,B0008,inf,inf,5.0,0.015384615384615385,5
U0008,B0053,inf,inf,6.0,0.015151515151515152,6
U0008,B0033,inf,inf,7.0,0.014925373134328358,7
U0008,BOK_208,inf,inf,8.0,0.014705882352941176,8
U0008,B0127,inf,inf,9.0,0.014492753623188406,9
U0008,B0256,inf,inf,10.0,0.014285714285714285,10
U0009,BOK_266,inf,inf,1.0,0.01639344262295082,1
U0009,B0060,inf,inf,2.0,0.016129032258064516,2
U0009,B0149,inf,inf,3.0,0.015873015873015872,3
U0009,BOK_297,inf,inf,4.0,0.015625,4
U0009,B0141,inf,inf,5.0,0.015384615384615385,5
U0009,B0138,inf,inf,6.0,0.015151515151515152,6
U0009,B0294,inf,inf,7.0,0.014925373134328358,7
U0009,B0039,inf,inf,8.0,0.014705882352941176,8
U0009,BOK_257,inf,inf,9.0,0.014492753623188406,9
U0009,BOK_172,inf,inf,10.0,0.014285714285714285,10
U0010,B0170,inf,1.0,3.0,0.032266458495966696,1
U0010,B0269,inf,6.0,1.0,0.031544957774465976,2
U0010,B0023,inf,10.0,7.0,0.029211087420042643,3
U0010,B0240,inf,3.0,39.0,0.025974025974025976,4
U0010,BOK_056,1.0,inf,inf,0.01639344262295082,5
U0010,B0090,inf,inf,2.0,0.016129032258064516,6
U0010,B0259,inf,2.0,inf,0.016129032258064516,7
U0010,BOK_009,2.0,inf,inf,0.016129032258064516,8
U0010,BOK_110,3.0,inf,inf,0.015873015873015872,9
U0010,B0094,inf,4.0,inf,0.015625,10
U0011,B0099,inf,inf,1.0,0.01639344262295082,1
U0011,B0111,inf,inf,2.0,0.016129032258064516,2
U0011,B0019,inf,8.0,3.0,0.015873015873015872,3
U0011,B0185,inf,6.0,4.0,0.015625,4
U0011,BOK_210,inf,inf,5.0,0.015384615384615385,5
U0011,B0233,inf,inf,6.0,0.015151515151515152,6
U0011,B0031,inf,1.0,7.0,0.014925373134328358,7
U0011,B0015,inf,inf,8.0,0.014705882352941176,8
U0011,B0032,inf,4.0,9.0,0.014492753623188406,9
U0011,B0154,inf,inf,10.0,0.014285714285714285,10
U0012,B0106,inf,6.0,4.0,0.030776515151515152,1
U0012,B0172,inf,7.0,6.0,0.03007688828584351,2
U0012,B0111,inf,4.0,10.0,0.029910714285714284,3
U0012,B0038,inf,1.0,22.0,0.028588564574170333,4
U0012,B0032,inf,9.0,12.0,0.028381642512077296,5
U0012,B0031,inf,2.0,28.0,0.02749266862170088,6
U0012,B0165,inf,8.0,38.0,0.02490996398559424,7
U0012,B0282,inf,inf,1.0,0.01639344262295082,8
U0012,BOK_056,1.0,inf,inf,0.01639344262295082,9
U0012,B0247,inf,inf,2.0,0.016129032258064516,10
U0013,B0019,inf,inf,1.0,0.01639344262295082,1
U0013,B0111,inf,inf,2.0,0.016129032258064516,2
U0013,B0238,inf,inf,3.0,0.015873015873015872,3
U0013,B0015,inf,inf,4.0,0.015625,4
U0013,B0233,inf,inf,5.0,0.015384615384615385,5
U0013,B0038,inf,inf,6.0,0.015151515151515152,6
U0013,B0154,inf,inf,7.0,0.014925373134328358,7
U0013,B0211,inf,inf,8.0,0.014705882352941176,8
U0013,BOK_005,inf,inf,9.0,0.014492753623188406,9
U0013,B0251,inf,inf,10.0,0.014285714285714285,10
U0014,BOK_178,inf,inf,1.0,0.01639344262295082,1
U0014,BOK_264,inf,inf,2.0,0.016129032258064516,2
U0014,BOK_159,inf,inf,3.0,0.015873015873015872,3
U0014,BOK_055,inf,inf,4.0,0.015625,4
U0014,BOK_113,inf,inf,5.0,0.015384615384615385,5
U0014,B0272,inf,inf,6.0,0.015151515151515152,6
U0014,BOK_240,inf,inf,7.0,0.014925373134328358,7
U0014,B0001,inf,9.0,8.0,0.014705882352941176,8
U0014,BOK_146,inf,inf,9.0,0.014492753623188406,9
U0014,BOK_068,inf,inf,10.0,0.014285714285714285,10
U0015,B0099,inf,inf,1.0,0.01639344262295082,1
U0015,B0185,inf,inf,2.0,0.016129032258064516,2
U0015,B0031,inf,2.0,3.0,0.015873015873015872,3
U0015,BOK_210,inf,inf,4.0,0.015625,4
U0015,B0032,inf,3.0,5.0,0.015384615384615385,5
U0015,BOK_009,inf,inf,6.0,0.015151515151515152,6
U0015,B0054,inf,inf,7.0,0.014925373134328358,7
U0015,B0106,inf,inf,8.0,0.014705882352941176,8
U0015,BOK_266,inf,inf,9.0,0.014492753623188406,9
U0015,BOK_193,8.0,inf,10.0,0.014285714285714285,10
U0016,B0097,inf,inf,1.0,0.01639344262295082,1
U0016,B0029,inf,inf,2.0,0.016129032258064516,2
U0016,B0283,inf,inf,3.0,0.015873015873015872,3
U0016,B0137,inf,inf,4.0,0.015625,4
U0016,BOK_283,inf,inf,5.0,0.015384615384615385,5
U0016,B0092,inf,inf,6.0,0.015151515151515152,6
U0016,BOK_240,inf,inf,7.0,0.014925373134328358,7
U0016,B0237,inf,inf,8.0,0.014705882352941176,8
U0016,B0232,inf,inf,9.0,0.014492753623188406,9
U0017,B0081,inf,inf,1.0,0.01639344262295082,1
U0017,B0163,inf,inf,2.0,0.016129032258064516,2
U0017,B0096,inf,inf,3.0,0.015873015873015872,3
U0017,B0067,inf,inf,4.0,0.015625,4
U0017,B0128,inf,inf,5.0,0.015384615384615385,5
U0017,B0227,inf,inf,6.0,0.015151515151515152,6
U0017,B0120,inf,inf,7.0,0.014925373134328358,7
U0017,BOK_070,inf,inf,8.0,0.014705882352941176,8
U0017,B0201,inf,inf,9.0,0.014492753623188406,9
U0017,BOK_064,inf,inf,10.0,0.014285714285714285,10
U0018,B0060,inf,inf,1.0,0.01639344262295082,1
U0018,B0213,inf,6.0,2.0,0.016129032258064516,2
U0018,B0149,inf,10.0,3.0,0.015873015873015872,3
U0018,B0141,inf,inf,4.0,0.015625,4
U0018,BOK_007,inf,inf,5.0,0.015384615384615385,5
U0018,B0294,inf,inf,6.0,0.015151515151515152,6
U0018,BOK_241,inf,inf,7.0,0.014925373134328358,7
U0018,BOK_172,inf,inf,8.0,0.014705882352941176,8
U0018,B0155,inf,inf,9.0,0.014492753623188406,9
U0018,BOK_107,inf,inf,10.0,0.014285714285714285,10
U0019,B0097,inf,inf,1.0,0.01639344262295082,1
U0019,B0029,inf,inf,2.0,0.016129032258064516,2
U0019,B0283,inf,inf,3.0,0.015873015873015872,3
U0019,B0137,inf,inf,4.0,0.015625,4
U0019,BOK_283,inf,inf,5.0,0.015384615384615385,5
U0019,B0092,inf,inf,6.0,0.015151515151515152,6
U0019,BOK_240,inf,inf,7.0,0.014925373134328358,7
U0019,B0237,inf,inf,8.0,0.014705882352941176,8
U0019,B0232,inf,inf,9.0,0.014492753623188406,9
U0020,B0035,inf,8.0,10.0,0.028991596638655463,1
U0020,BOK_056,2.0,inf,25.0,0.027893738140417457,2
U0020,B0213,inf,9.0,19.0,0.02715098147128967,3
U0020,BOK_295,3.0,inf,40.0,0.025873015873015874,4
U0020,B0210,inf,1.0,inf,0.01639344262295082,5
U0020,B0243,inf,inf,1.0,0.01639344262295082,6
U0020,BOK_110,1.0,inf,inf,0.01639344262295082,7
U0020,B0093,inf,inf,2.0,0.016129032258064516,8
U0020,B0179,inf,2.0,inf,0.016129032258064516,9
U0020,B0041,inf,3.0,inf,0.015873015873015872,10
U0021,B0271,inf,6.0,13.0,0.028850145288501453,1
U0021,BOK_167,7.0,inf,58.0,0.0233999494055148,2
U0021,B0252,inf,1.0,inf,0.01639344262295082,3
U0021,B0284,inf,inf,1.0,0.01639344262295082,4
U0021,BOK_094,1.0,inf,inf,0.01639344262295082,5
U0021,B0286,inf,2.0,inf,0.016129032258064516,6
U0021,BOK_117,2.0,inf,inf,0.016129032258064516,7
U0021,BOK_137,inf,inf,2.0,0.016129032258064516,8
U0021,B0080,inf,inf,3.0,0.015873015873015872,9
U0021,B0298,inf,3.0,inf,0.015873015873015872,10
U0022,B0288,inf,4.0,1.0,0.01639344262295082,1
U0022,B0089,inf,7.0,2.0,0.016129032258064516,2
U0022,B0129,inf,inf,3.0,0.015873015873015872,3
U0022,B0004,inf,5.0,4.0,0.015625,4
U0022,B0077,inf,inf,5.0,0.015384615384615385,5
U0022,BOK_192,inf,inf,6.0,0.015151515151515152,6
U0022,BOK_272,inf,inf,7.0,0.014925373134328358,7
U0022,B0215,inf,inf,8.0,0.014705882352941176,8
U0022,BOK_234,inf,inf,9.0,0.014492753623188406,9
U0022,BOK_273,inf,inf,10.0,0.014285714285714285,10
U0023,B0156,inf,inf,1.0,0.01639344262295082,1
U0023,BOK_010,inf,inf,2.0,0.016129032258064516,2
U0023,BOK_246,inf,inf,3.0,0.015873015873015872,3
U0023,BOK_054,inf,inf,4.0,0.015625,4
U0023,BOK_244,inf,inf,5.0,0.015384615384615385,5
U0023,BOK_019,inf,inf,6.0,0.015151515151515152,6
U0023,BOK_184,inf,inf,7.0,0.014925373134328358,7
U0023,BOK_265,inf,inf,8.0,0.014705882352941176,8
U0023,BOK_201,inf,inf,9.0,0.014492753623188406,9
U0023,BOK_100,inf,inf,10.0,0.014285714285714285,10
U0024,B0104,inf,inf,1.0,0.01639344262295082,1
U0024,B0069,inf,inf,2.0,0.016129032258064516,2
U0024,B0058,inf,inf,3.0,0.015873015873015872,3
U0024,BOK_192,inf,inf,4.0,0.015625,4
U0024,BOK_272,inf,inf,5.0,0.015384615384615385,5
U0024,B0004,inf,inf,6.0,0.015151515151515152,6
U0024,B0077,inf,inf,7.0,0.014925373134328358,7
U0024,BOK_046,inf,inf,8.0,0.014705882352941176,8
U0024,BOK_258,inf,inf,9.0,0.014492753623188406,9
U0024,BOK_006,inf,inf,10.0,0.014285714285714285,10
U0025,B0020,inf,inf,1.0,0.01639344262295082,1
U0025,B0116,inf,inf,2.0,0.016129032258064516,2
U0025,B0081,inf,inf,3.0,0.015873015873015872,3
U0025,B0171,inf,inf,4.0,0.015625,4
U0025,B0235,inf,8.0,5.0,0.015384615384615385,5
U0025,B0163,inf,inf,6.0,0.015151515151515152,6
U0025,B0204,inf,inf,7.0,0.014925373134328358,7
U0025,B0231,inf,inf,8.0,0.014705882352941176,8
U0025,BOK_035,inf,inf,9.0,0.014492753623188406,9
U0025,BOK_079,inf,inf,10.0,0.014285714285714285,10
U0026,B0067,inf,inf,1.0,0.01639344262295082,1
U0026,BOK_186,inf,inf,2.0,0.016129032258064516,2
U0026,B0081,inf,inf,3.0,0.015873015873015872,3
U0026,B0096,inf,inf,4.0,0.015625,4
U0026,B0128,inf,inf,5.0,0.015384615384615385,5
U0026,B0227,inf,inf,6.0,0.015151515151515152,6
U0026,B0120,inf,inf,7.0,0.014925373134328358,7
U0026,B0235,inf,inf,8.0,0.014705882352941176,8
U0026,BOK_017,inf,inf,9.0,0.014492753623188406,9
U0026,B0163,inf,inf,10.0,0.014285714285714285,10
U0027,B0058,inf,inf,1.0,0.01639344262295082,1
U0027,B0109,inf,inf,2.0,0.016129032258064516,2
U0027,B0104,inf,inf,3.0,0.015873015873015872,3
U0027,B0166,inf,inf,4.0,0.015625,4
U0027,B0258,inf,inf,5.0,0.015384615384615385,5
U0027,B0068,inf,inf,6.0,0.015151515151515152,6
U0027,B0070,inf,inf,7.0,0.014925373134328358,7
U0027,BOK_283,inf,inf,8.0,0.014705882352941176,8
U0027,B0145,inf,2.0,9.0,0.014492753623188406,9
U0027,BOK_103,inf,inf,10.0,0.014285714285714285,10
U0028,BOK_295,2.0,inf,1.0,0.01639344262295082,1
U0028,B0124,inf,inf,2.0,0.016129032258064516,2
U0028,B0013,inf,inf,3.0,0.015873015873015872,3
U0028,BOK_018,inf,inf,4.0,0.015625,4
U0028,B0244,inf,inf,5.0,0.015384615384615385,5
U0028,B0204,inf,inf,6.0,0.015151515151515152,6
U0028,BOK_232,inf,inf,7.0,0.014925373134328358,7
U0028,BOK_287,inf,inf,8.0,0.014705882352941176,8
U0028,BOK_296,inf,inf,9.0,0.014492753623188406,9
U0028,BOK_149,inf,inf,10.0,0.014285714285714285,10
U0029,B0123,inf,3.0,1.0,0.032266458495966696,1
U0029,B0276,inf,1.0,8.0,0.031099324975891997,2
U0029,B0136,inf,5.0,6.0,0.030536130536130537,3
U0029,B0247,inf,10.0,2.0,0.0304147465437788,4
U0029,B0111,inf,9.0,3.0,0.03036576949620428,5
U0029,B0142,inf,8.0,7.0,0.029631255487269532,6
U0029,B0139,inf,2.0,17.0,0.029116045245077504,7
U0029,BOK_295,1.0,inf,inf,0.01639344262295082,8
U0029,BOK_110,2.0,inf,inf,0.016129032258064516,9
U0029,BOK_094,3.0,inf,inf,0.015873015873015872,10
U0030,B0010,inf,inf,1.0,0.01639344262295082,1
U0030,B0018,inf,inf,2.0,0.016129032258064516,2
U0030,B0202,inf,inf,3.0,0.015873015873015872,3
U0030,B0105,inf,inf,4.0,0.015625,4
U0030,B0114,inf,inf,5.0,0.015384615384615385,5
U0030,BOK_093,inf,inf,6.0,0.015151515151515152,6
U0030,BOK_276,inf,inf,7.0,0.014925373134328358,7
U0030,BOK_194,inf,inf,8.0,0.014705882352941176,8
U0030,BOK_198,inf,inf,9.0,0.014492753623188406,9
U0030,BOK_184,inf,inf,10.0,0.014285714285714285,10
U0031,B0156,inf,inf,1.0,0.01639344262295082,1
U0031,BOK_010,inf,inf,2.0,0.016129032258064516,2
U0031,BOK_246,inf,inf,3.0,0.015873015873015872,3
U0031,BOK_054,inf,inf,4.0,0.015625,4
U0031,BOK_244,inf,inf,5.0,0.015384615384615385,5
U0031,BOK_019,inf,inf,6.0,0.015151515151515152,6
U0031,BOK_184,inf,inf,7.0,0.014925373134328358,7
U0031,BOK_265,inf,inf,8.0,0.014705882352941176,8
U0031,BOK_201,inf,inf,9.0,0.014492753623188406,9
U0031,BOK_100,inf,inf,10.0,0.014285714285714285,10
U0032,B0118,inf,inf,1.0,0.01639344262295082,1
U0032,B0226,inf,inf,2.0,0.016129032258064516,2
U0032,BOK_163,inf,inf,3.0,0.015873015873015872,3
U0032,B0161,inf,inf,4.0,0.015625,4
U0032,B0255,inf,inf,5.0,0.015384615384615385,5
U0032,B0274,inf,inf,6.0,0.015151515151515152,6
U0032,B0261,inf,inf,7.0,0.014925373134328358,7
U0032,B0216,inf,inf,8.0,0.014705882352941176,8
U0032,BOK_060,inf,inf,9.0,0.014492753623188406,9
U0032,BOK_285,inf,inf,10.0,0.014285714285714285,10
U0033,B0062,inf,inf,1.0,0.01639344262295082,1
U0033,B0011,inf,inf,2.0,0.016129032258064516,2
U0033,BOK_047,inf,inf,3.0,0.015873015873015872,3
U0033,B0028,inf,inf,4.0,0.015625,4
U0033,B0281,inf,inf,5.0,0.015384615384615385,5
U0033,B0292,inf,inf,6.0,0.015151515151515152,6
U0033,B0250,inf,inf,7.0,0.014925373134328358,7
U0033,BOK_112,inf,inf,8.0,0.014705882352941176,8
U0033,B0112,inf,inf,9.0,0.014492753623188406,9
U0033,B0193,inf,inf,10.0,0.014285714285714285,10
U0034,B0161,inf,3.0,11.0,0.029957522915269395,1
U0034,B0275,inf,6.0,9.0,0.02964426877470356,2
U0034,B0010,inf,7.0,14.0,0.028438886647841874,3
U0034,B0091,inf,9.0,26.0,0.026120660599932594,4
U0034,BOK_133,4.0,inf,46.0,0.02505896226415094,5
U0034,B0188,inf,1.0,inf,0.01639344262295082,6
U0034,B0202,inf,inf,1.0,0.01639344262295082,7
U0034,BOK_295,1.0,inf,inf,0.01639344262295082,8
U0034,B0082,inf,2.0,inf,0.016129032258064516,9
U0034,B0108,inf,inf,2.0,0.016129032258064516,10
U0035,BOK_006,inf,inf,1.0,0.01639344262295082,1
U0035,B0109,inf,inf,2.0,0.016129032258064516,2
U0035,BOK_262,inf,inf,3.0,0.015873015873015872,3
U0035,B0069,inf,10.0,4.0,0.015625,4
U0035,BOK_192,inf,inf,5.0,0.015384615384615385,5
U0035,BOK_272,inf,inf,6.0,0.015151515151515152,6
U0035,B0058,inf,inf,7.0,0.014925373134328358,7
U0035,BOK_234,inf,inf,8.0,0.014705882352941176,8
U0035,BOK_011,inf,inf,9.0,0.014492753623188406,9
U0035,B0004,inf,1.0,10.0,0.014285714285714285,10
U0036,BOK_006,inf,inf,1.0,0.01639344262295082,1
U0036,BOK_262,inf,inf,2.0,0.016129032258064516,2
U0036,BOK_234,inf,inf,3.0,0.015873015873015872,3
U0036,BOK_011,inf,inf,4.0,0.015625,4
U0036,BOK_192,inf,inf,5.0,0.015384615384615385,5
U0036,BOK_272,inf,inf,6.0,0.015151515151515152,6
U0036,BOK_046,inf,inf,7.0,0.014925373134328358,7
U0036,B0196,inf,inf,8.0,0.014705882352941176,8
U0036,B0048,inf,inf,9.0,0.014492753623188406,9
U0036,BOK_258,inf,inf,10.0,0.014285714285714285,10
U0037,B0202,inf,inf,1.0,0.01639344262295082,1
U0037,B0105,inf,8.0,2.0,0.016129032258064516,2
U0037,B0010,inf,6.0,3.0,0.015873015873015872,3
U0037,B0006,inf,inf,4.0,0.015625,4
U0037,B0018,inf,inf,5.0,0.015384615384615385,5
U0037,B0042,inf,1.0,6.0,0.015151515151515152,6
U0037,BOK_289,inf,inf,7.0,0.014925373134328358,7
U0037,B0130,inf,2.0,8.0,0.014705882352941176,8
U0037,BOK_126,inf,inf,9.0,0.014492753623188406,9
U0037,B0085,inf,inf,10.0,0.014285714285714285,10
U0038,B0252,inf,2.0,8.0,0.030834914611005692,1
U0038,B0017,inf,6.0,14.0,0.028665028665028666,2
U0038,B0237,inf,9.0,21.0,0.026838432635534086,3
U0038,B0130,inf,1.0,46.0,0.025827404887101765,4
U0038,B0114,inf,7.0,52.0,0.023853944562899784,5
U0038,B0117,inf,inf,1.0,0.01639344262295082,6
U0038,BOK_094,1.0,inf,inf,0.01639344262295082,7
U0038,B0178,inf,inf,2.0,0.016129032258064516,8
U0038,BOK_167,2.0,inf,inf,0.016129032258064516,9
U0038,B0065,inf,3.0,inf,0.015873015873015872,10
U0039,B0093,inf,inf,1.0,0.01639344262295082,1
U0039,B0280,inf,inf,2.0,0.016129032258064516,2
U0039,B0026,inf,inf,3.0,0.015873015873015872,3
U0039,B0127,inf,inf,4.0,0.015625,4
U0039,BOK_188,inf,inf,5.0,0.015384615384615385,5
U0039,BOK_138,inf,inf,6.0,0.015151515151515152,6
U0039,BOK_166,inf,inf,7.0,0.014925373134328358,7
U0039,BOK_077,inf,inf,8.0,0.014705882352941176,8
U0039,BOK_073,inf,inf,9.0,0.014492753623188406,9
U0039,BOK_298,inf,inf,10.0,0.014285714285714285,10
U0040,B0225,inf,inf,1.0,0.01639344262295082,1
U0040,B0236,inf,2.0,2.0,0.016129032258064516,2
U0040,B0024,inf,inf,3.0,0.015873015873015872,3
U0040,B0160,inf,inf,4.0,0.015625,4
U0040,B0017,inf,inf,5.0,0.015384615384615385,5
U0040,B0143,inf,inf,6.0,0.015151515151515152,6
U0040,B0270,inf,inf,7.0,0.014925373134328358,7
U0040,B0132,inf,inf,8.0,0.014705882352941176,8
U0040,B0198,inf,inf,9.0,0.014492753623188406,9
U0041,B0130,inf,inf,1.0,0.01639344262295082,1
U0041,B0223,inf,inf,2.0,0.016129032258064516,2
U0041,B0221,inf,inf,3.0,0.015873015873015872,3
U0041,BOK_037,inf,inf,4.0,0.015625,4
U0041,B0178,inf,10.0,5.0,0.015384615384615385,5
U0041,BOK_064,inf,inf,6.0,0.015151515151515152,6
U0041,BOK_008,inf,inf,7.0,0.014925373134328358,7
U0041,BOK_287,inf,inf,8.0,0.014705882352941176,8
U0041,BOK_296,inf,inf,9.0,0.014492753623188406,9
U0042,B0132,inf,9.0,1.0,0.01639344262295082,1
U0042,B0024,inf,7.0,2.0,0.016129032258064516,2
U0042,B0017,inf,inf,3.0,0.015873015873015872,3
U0042,B0225,inf,inf,4.0,0.015625,4
U0042,B0117,inf,inf,5.0,0.015384615384615385,5
U0042,B0271,inf,inf,6.0,0.015151515151515152,6
U0042,B0236,inf,inf,7.0,0.014925373134328358,7
U0042,B0198,inf,inf,8.0,0.014705882352941176,8
U0042,B0160,inf,inf,9.0,0.014492753623188406,9
U0043,B0123,inf,3.0,1.0,0.01639344262295082,1
U0043,B0185,inf,4.0,2.0,0.016129032258064516,2
U0043,B0099,inf,inf,3.0,0.015873015873015872,3
U0043,B0276,inf,1.0,4.0,0.015625,4
U0043,B0130,inf,inf,5.0,0.015384615384615385,5
U0043,B0165,inf,inf,6.0,0.015151515151515152,6
U0043,B0235,inf,inf,7.0,0.014925373134328358,7
U0043,B0065,inf,inf,8.0,0.014705882352941176,8
U0043,BOK_126,inf,inf,9.0,0.014492753623188406,9
U0043,BOK_151,inf,inf,10.0,0.014285714285714285,10
U0044,B0067,inf,inf,1.0,0.01639344262295082,1
U0044,BOK_186,inf,inf,2.0,0.016129032258064516,2
U0044,B0081,inf,inf,3.0,0.015873015873015872,3
U0044,B0096,inf,inf,4.0,0.015625,4
U0044,B0128,inf,inf,5.0,0.015384615384615385,5
U0044,B0227,inf,inf,6.0,0.015151515151515152,6
U0044,B0120,inf,inf,7.0,0.014925373134328358,7
U0044,B0235,inf,inf,8.0,0.014705882352941176,8
U0044,BOK_017,inf,inf,9.0,0.014492753623188406,9
U0044,B0163,inf,inf,10.0,0.014285714285714285,10
U0046,B0288,inf,1.0,2.0,0.03252247488101534,1
U0046,B0145,inf,4.0,4.0,0.03125,2
U0046,B0109,inf,2.0,16.0,0.02928692699490662,3
U0046,B0166,inf,3.0,19.0,0.028531243721117136,4
U0046,B0067,inf,9.0,15.0,0.02782608695652174,5
U0046,BOK_294,8.0,inf,40.0,0.024705882352941175,6
U0046,B0129,inf,inf,1.0,0.01639344262295082,7
U0046,BOK_110,1.0,inf,inf,0.01639344262295082,8
U0046,BOK_117,2.0,inf,inf,0.016129032258064516,9
U0046,BOK_056,3.0,inf,inf,0.015873015873015872,10
U0047,B0131,inf,6.0,1.0,0.01639344262295082,1
U0047,B0047,inf,inf,2.0,0.016129032258064516,2
U0047,B0007,inf,inf,3.0,0.015873015873015872,3
U0047,B0190,inf,inf,4.0,0.015625,4
U0047,B0254,inf,inf,5.0,0.015384615384615385,5
U0047,B0134,inf,inf,6.0,0.015151515151515152,6
U0047,B0036,inf,inf,7.0,0.014925373134328358,7
U0047,B0262,inf,inf,8.0,0.014705882352941176,8
U0047,B0167,inf,7.0,9.0,0.014492753623188406,9
U0047,B0180,inf,inf,10.0,0.014285714285714285,10
U0048,B0213,inf,3.0,1.0,0.01639344262295082,1
U0048,BOK_135,inf,inf,2.0,0.016129032258064516,2
U0048,B0095,inf,inf,3.0,0.015873015873015872,3
U0048,B0218,inf,inf,4.0,0.015625,4
U0048,B0196,inf,inf,5.0,0.015384615384615385,5
U0048,B0210,inf,inf,6.0,0.015151515151515152,6
U0048,BOK_041,inf,inf,7.0,0.014925373134328358,7
U0048,BOK_207,inf,inf,8.0,0.014705882352941176,8
U0048,BOK_115,inf,inf,9.0,0.014492753623188406,9
U0048,BOK_144,inf,inf,10.0,0.014285714285714285,10
U0049,BOK_164,inf,inf,1.0,0.01639344262295082,1
U0049,B0290,inf,9.0,2.0,0.016129032258064516,2
U0049,B0090,inf,inf,3.0,0.015873015873015872,3
U0049,B0261,inf,inf,4.0,0.015625,4
U0049,B0097,inf,inf,5.0,0.015384615384615385,5
U0049,BOK_003,inf,inf,6.0,0.015151515151515152,6
U0049,BOK_012,inf,inf,7.0,0.014925373134328358,7
U0049,B0219,inf,inf,8.0,0.014705882352941176,8
